R,I,A,S,E,C,career,interest_label
1.695824617660331,3.2962651536588807,4.204818059341997,2.178486379633464,2.0406392110280995,1.9810534591415845,Mobile App Developer,Design
1.0,3.331547010670172,5.0,3.524041832285943,3.255296335402195,1.1229111633376498,Product Designer,Design
2.594553031899875,3.1834070216427213,4.629754946833921,1.4324122192455055,2.0757015239758663,1.1492259069907198,Game Developer,Design
2.274386850549421,4.537865798702464,2.606589594195795,1.26644586011352,1.6913571465605564,3.601124501680585,Machine Learning Engineer,Design
2.6294186656825853,5.0,2.7901698854114847,1.4582838068888506,2.528713643557068,2.959592213418221,AI Engineer,Design
2.1581791607680723,2.557375656937889,4.090531371385541,2.651639018658032,2.293082900196392,1.79379309089176,Mobile App Developer,Design
2.011232946406023,3.273559557587605,4.409593592345578,3.557160847334436,2.357690657720622,2.359092862853968,Frontend Developer,Design
1.0,2.456644052161495,5.0,2.470205758148958,3.511840424581303,1.0,Product Designer,Design
2.945488290018268,3.01718765451323,5.0,1.6810662018425395,1.8817755816320705,1.0,Game Developer,Design
2.0790095054285977,2.471185534882597,5.0,3.1098764775637746,3.4033870178561947,1.373009797367935,Product Designer,Design
1.7558630787742278,3.316663413035619,4.0113154263384345,1.2972184730718568,1.5075034370914924,2.0993400047737034,Mobile App Developer,Design
3.120102921973112,3.626566412384122,5.0,1.4847845128764534,2.1634277003052187,1.0,Game Developer,Design
2.4061173800412368,2.801338373724319,5.0,1.045546803127957,1.5742300101103406,1.0031365780922092,Game Developer,Design
1.4429593208834564,4.684534583131105,1.5289699082128776,1.0,1.8929248446444056,4.418577243165692,Data Scientist,Design
1.560868373588267,3.0499434772046063,4.240372289883992,2.7483552037229906,1.7525172598159635,1.751213750845393,Mobile App Developer,Design
2.8634819256167026,2.800181907192699,5.0,3.466295415936545,1.2908171335334842,1.119595594009612,Frontend Developer,Design
1.0177319809485377,4.259427137689142,1.998815541933596,1.0,2.9960183179796545,4.916948273012188,Data Scientist,Design
1.0,2.512746793133126,5.0,4.418873112777576,2.4840113533381305,1.0,UI/UX Designer,Design
1.7763390521706244,3.640508180867557,5.0,3.4263868375611097,2.242366408647237,1.5768216725045632,Frontend Developer,Design
1.0,2.532137935922236,4.767765683611217,4.785195920168908,2.055610457741714,1.6148907634863576,UI/UX Designer,Design
1.6853683031536058,3.76686385495825,4.732099268473851,2.1463210212035264,1.4417377800256703,2.617905810003469,Frontend Developer,Design
2.584022541252774,3.6808586367357528,2.59231218584194,1.4668825340503877,3.062385701508481,3.665669530994202,Full Stack Developer,Design
2.8713499996911054,3.5410561564965706,4.935482942435108,1.0,1.6205146505483277,1.0,Game Developer,Design
2.3015473424744166,2.574732360626478,5.0,2.13238765548899,2.637695368999508,1.924142783211385,Mobile App Developer,Design
3.610410649406524,3.5616131093940777,3.8560201420089455,1.126181745085869,2.2173850322784454,3.2377153412633115,Full Stack Developer,Design
2.817379511255077,2.1644151137529675,5.0,1.2344890390742338,1.7540215475652583,1.664028444493484,Game Developer,Design
1.3459209020044285,1.7563300369804171,4.999334960986839,4.313686335093712,2.076391183550118,1.800950392384936,UI/UX Designer,Design
1.0,1.7477197338819446,5.0,3.367676363856744,2.462148466154056,1.0,UI/UX Designer,Design
1.4314835584262564,4.589092585789327,2.651295198393116,1.068830970434023,1.7247064664996468,4.254844615612328,Data Scientist,Design
2.737060162052398,4.088875053134016,3.200240693253164,2.0655325931079243,1.9612782696370032,2.4023531182003777,Full Stack Developer,Design
1.667850697477357,2.824256117398151,5.0,2.804554289894798,3.1442449221331232,1.379569599460055,Product Designer,Design
3.082701830149852,2.3089912156537813,4.758191430222282,1.4208903873920065,1.4743899851087487,1.0,Game Developer,Design
1.4836671823390837,2.071293146047787,5.0,4.084878214768436,2.6870282755799906,1.0,UI/UX Designer,Design
3.4343862502953857,2.406831786445073,5.0,1.3098693923514344,1.044341554168748,1.0464896232647047,Game Developer,Design
1.8073646515034425,1.6595165820435105,4.564395510483494,3.6992442426150713,2.261435633457149,1.0,UI/UX Designer,Design
1.6932061973186028,3.09812047033336,4.272893356766177,1.0,1.995943399194125,2.079044612661592,Mobile App Developer,Design
2.8637949916981564,3.616862139168096,4.597452409484745,1.0942378805090514,1.6716553271862935,1.0,Game Developer,Design
2.886446996109537,2.9291212229862307,5.0,1.364259321757268,2.318802906115604,1.129384902621961,Game Developer,Design
1.812296276758019,3.975585082033149,2.1177278975555573,1.0,1.5961747211266175,4.804215011321981,Data Analyst,Design
2.902107364515709,2.478864205976376,5.0,1.0,1.7406666401893949,1.4266007725257772,Game Developer,Design
3.3297256205568058,2.5980257926362595,5.0,1.0,2.660207004891917,1.0,Game Developer,Design
2.3640404994436386,3.1056982837353293,5.0,1.0,2.675557044993357,1.6463726447591034,Game Developer,Design
2.796334999141442,3.009672035405877,3.405518290232519,1.975059922935941,1.476939457468748,2.236703707856233,Mobile App Developer,Design
1.269749550290756,5.0,2.3375685282034606,1.0,3.3553971495202664,3.968127357248017,Data Scientist,Design
1.277542462286937,3.670484806704673,5.0,3.0140423085192976,2.619290516061289,1.0,Product Designer,Design
1.2202398986936085,3.338094135789173,4.915996596775217,2.2685610815962853,3.02074804311143,1.1826451637294528,Product Designer,Design
1.7466825831060404,4.119936376142363,2.742738684636275,1.0,1.8896356215208168,4.333660779487398,Data Analyst,Design
1.0,2.047213612176765,4.6926296919410575,4.636973364737473,1.2524301707580583,1.0,UI/UX Designer,Design
3.018770920743411,3.545902669537323,4.964889819241192,1.0,1.9240163088419808,1.530071909335635,Game Developer,Design
2.2342323423781787,3.575133697949148,4.897357990251875,1.559274972127663,1.7367341564519785,1.0,Game Developer,Design
2.679459366730822,3.32952717195671,5.0,1.2997887706226778,2.809393819830434,1.2079133147276715,Game Developer,Design
1.0,3.274763337214822,5.0,2.8950236081794403,3.335925153587597,1.0,Product Designer,Design
1.0,2.323307150994467,4.41703999852152,3.656261686798237,1.8193041797160423,1.3372024005284744,UI/UX Designer,Design
1.1981908612546686,1.809033068434301,5.0,4.39024876034393,1.7277294095224756,1.3070738470188663,UI/UX Designer,Design
1.3817613339524115,3.479937730642445,4.421277523817022,3.4411287548040383,2.287466612427837,1.0,Product Designer,Design
1.2202398986936085,3.338094135789173,4.915996596775217,2.2685610815962853,3.02074804311143,1.1826451637294528,Product Designer,Design
1.0851590923959584,5.0,2.5185907028245254,1.0,1.877985823914433,4.147359626451151,Data Scientist,Design
2.500291159021489,2.6646898954616773,5.0,2.8749767427005235,2.1443468146399285,2.1301609193856104,Frontend Developer,Design
1.428136896339669,3.054279852888261,4.9833850046777695,2.89594157136373,1.9357312442805343,1.0590754772511803,Frontend Developer,Design
1.5509589153206913,3.257555977215889,5.0,3.0892942994168253,3.1109055741654807,1.1608606860078994,Product Designer,Design
2.011433059183396,2.134267965122288,4.793603077823854,3.851062938356918,1.7449809127428324,1.0,UI/UX Designer,Design
1.4210344301889506,1.7405845225409078,4.998632221954443,2.8027002666304432,3.1983528457569586,1.0,Product Designer,Design
1.0,1.5743883041684368,5.0,3.889433604191789,2.30394016655988,1.0,UI/UX Designer,Design
1.0,4.568874266829997,5.0,3.11161945706458,1.9725529996918567,2.1427770374288286,Frontend Developer,Design
1.0,1.9984120716164344,5.0,2.9495093947502005,1.2686413322863506,1.0431665093935814,UI/UX Designer,Design
3.590783858209573,4.171827026406312,5.0,1.47440654823581,2.065345012232191,1.0,Game Developer,Design
1.0,2.126224277476832,5.0,3.5332893666448664,2.7843409594206787,1.3034568551435242,UI/UX Designer,Design
2.7926865497140683,2.502413020050381,5.0,1.900715049633244,1.3492060085983344,1.0,Game Developer,Design
1.0,4.568874266829997,5.0,3.11161945706458,1.9725529996918567,2.1427770374288286,Frontend Developer,Design
1.0,2.196136263325274,5.0,3.50264136298204,1.857534590678411,1.5501959120277329,UI/UX Designer,Design
1.1037641389317112,1.381808935796772,5.0,3.3724009425420847,1.5301922093604867,1.0,UI/UX Designer,Design
1.5660387686244233,5.0,2.374641278439725,1.0,1.252229231750898,3.993850775345971,Data Scientist,Design
2.991052511495825,2.5117999756681013,4.977372849017832,1.0,2.6954861790007003,1.0,Game Developer,Design
1.0,3.955217816066707,4.505497780856993,2.495866121066828,2.6488897569622103,1.0,Product Designer,Design
1.971081693811203,4.563894013555823,2.056985334063886,1.6032701350582643,1.5374576897606824,4.774899054167078,Data Analyst,Design
1.291083498368674,1.937382642642348,4.510803529936323,3.721860467564795,2.717212658222401,1.0,UI/UX Designer,Design
2.5428931624696736,3.048991576735448,5.0,2.8041757162891043,2.134563470622554,1.8284038622512948,Frontend Developer,Design
1.8867605540492367,3.183682753408089,5.0,2.5984105246598275,2.7463442844797608,1.864438199478716,Frontend Developer,Design
1.0,2.12621437860789,5.0,4.269547052127551,1.2030437366579965,1.0,UI/UX Designer,Design
2.20878601298818,3.4084185057154905,4.309700647050175,1.0,1.8711897572445029,1.0,Game Developer,Design
1.0,1.7477197338819446,5.0,3.367676363856744,2.462148466154056,1.0,UI/UX Designer,Design
2.3659490346171905,5.0,2.400350973772788,2.029922500868701,2.279361918472243,3.921761311938421,Data Scientist,Design
2.553126990458143,2.806017515546274,4.911933248224511,1.0,2.835673787718738,1.0,Game Developer,Design
1.524544635156384,3.1592605023994373,3.5041516682798446,1.683559862557604,2.094664153646187,2.148622136690062,Mobile App Developer,Design
1.3844957681724588,1.973422745076248,5.0,2.3535953550359188,2.7975406546482504,1.2595653234747146,Product Designer,Design
2.4847286002633684,3.2135971809358423,4.676886345078098,3.887655446304756,1.40318158412176,2.459577086805001,Frontend Developer,Design
2.9817050128285345,3.329824999041185,5.0,1.0,1.0163374678870027,1.0,Game Developer,Design
1.6672888509352697,3.3609517427190707,3.365000701303062,2.3344200652731093,2.3359723039072486,2.1921010360029483,Mobile App Developer,Design
1.0,3.7619729045816417,4.600129925925016,2.814509645267329,2.63810560544306,1.0,Product Designer,Design
1.0,2.456644052161495,5.0,2.470205758148958,3.511840424581303,1.0,Product Designer,Design
2.904879577793392,2.2512766656971257,5.0,1.0,1.7555569404781544,1.7944701642220413,Game Developer,Design
3.209379980063748,3.1102917688686804,4.3645241394538585,1.0,2.449334580169587,1.0188482865619617,Game Developer,Design
1.0,2.728030116514203,5.0,3.1408479569136767,4.0632209137631925,1.0,Product Designer,Design
3.6440378624261887,3.007254499631327,4.381932101984769,1.6271691803786696,2.3655003133927406,1.2692174786082262,Game Developer,Design
1.0215920881083864,2.025353626931837,5.0,3.872489130609399,2.0434425699389056,1.5629160895058751,UI/UX Designer,Design
2.1383003827555904,3.59774032541274,3.701685470694135,3.0489696695662154,1.7371845330073077,2.016203506670068,Mobile App Developer,Design
1.7097382750976386,3.294289202210305,5.0,3.1973357649114904,1.4020584689824078,2.22230133411007,Frontend Developer,Design
1.9634463489955307,3.604614540457323,2.507968611781778,1.7983101270156587,1.2574069186500338,3.97526275716516,Data Analyst,Design
1.0,4.339222106744474,2.0105463739252936,1.0,1.9663612675432327,3.4626694802835685,Data Scientist,Design
1.756271620646935,4.770888485371749,2.832096027391949,1.0,1.7546938829866736,2.858620336185316,Machine Learning Engineer,Design
1.0,3.6003148304898613,4.4332701804747705,3.5382876576221296,3.463986768710022,1.0,Product Designer,Design
2.762102277997549,2.5869440041427287,4.656492950150251,1.0,1.9620642746574883,1.0,Game Developer,Design
1.1251993486396528,3.413064316911476,5.0,2.4115183974703376,3.568955087402292,1.0,Product Designer,Design
1.8706019686664488,3.7993235852523584,5.0,2.85225984098542,2.348477202255368,1.833090255121995,Frontend Developer,Design
2.4165788833147173,4.684875352497782,2.432124192349318,1.0,1.6400052333890305,3.537968596329468,Data Scientist,Design
2.4061173800412368,2.801338373724319,5.0,1.045546803127957,1.5742300101103406,1.0031365780922092,Game Developer,Design
1.0,2.7318978597299184,5.0,3.754850909593823,2.6177010647222927,1.0695065905294876,Product Designer,Design
1.259866652997501,2.377818757925106,5.0,3.05713261503166,3.63168204247546,1.403709591191214,Product Designer,Design
1.2476398129844988,3.380027981844801,5.0,2.271224250267535,1.8453954614750685,1.6239217972047084,Frontend Developer,Design
1.2775858844893309,1.3801647803237596,4.981074654594941,3.1815860789235684,1.0,1.0,UI/UX Designer,Design
1.2435044839040776,3.0462656958705385,5.0,3.618898251905805,3.3686613078377703,1.0,Product Designer,Design
3.4913415713849707,2.2999646384084955,5.0,1.0,2.04141628525905,1.0,Game Developer,Design
1.5616514571903537,5.0,1.8072533795438208,1.0,2.5838709627638896,3.61247751849188,Data Scientist,Design
1.0,3.1411088774853213,4.2956683661207045,2.641586696045943,2.940560618430091,1.0,Product Designer,Design
2.000827516427687,4.647341638042076,2.247882786507755,1.3221942267690912,1.6607526347563892,2.8472502684731738,AI Engineer,Design
3.516940527462104,2.796269946354199,5.0,1.061739904582297,1.937857111418782,1.0,Game Developer,Design
1.1833061221470105,3.3856972174451583,4.525822946689162,2.59536204030638,2.110088412338283,1.1071761041384978,Product Designer,Design
2.545615164596013,3.842262417301726,5.0,1.0115979892786875,2.6755078762435,1.0,Game Developer,Design
2.7098015022568185,2.6997882171306475,4.066730024319692,3.503756844918461,1.657685087119998,2.3953127995813843,Frontend Developer,Design
2.4532720785549817,5.0,3.028905588548881,1.0,1.7424145504539912,3.936740551523025,Data Scientist,Design
1.6709417554623718,2.848136985611668,4.327064538263393,2.590371070139251,1.7618895632276703,2.437194590356364,Frontend Developer,Design
2.365931597512344,2.915870432756229,5.0,1.0,2.165823833562881,1.0,Game Developer,Design
3.289673379878388,3.706013439271625,4.685928130415411,1.0494668935144418,2.16917872096798,1.0,Game Developer,Design
1.0,3.331547010670172,5.0,3.524041832285943,3.255296335402195,1.1229111633376498,Product Designer,Design
2.631310048251021,2.582907575633688,3.866973952925359,1.0,1.8861401925821235,1.3577465483847426,Game Developer,Design
1.3027564601179198,2.920791882665891,4.554902713388828,2.6435407948785663,3.21802553738797,1.4695049392609194,Product Designer,Design
1.5308976692268232,3.0539041641556177,4.949579326227712,2.699921752495586,2.603191750173312,1.158629290639491,Product Designer,Design
1.2834084660310303,2.375382240213684,5.0,2.899000001470691,2.7520003723323434,1.0713757936732138,Product Designer,Design
1.0,2.196136263325274,5.0,3.50264136298204,1.857534590678411,1.5501959120277329,UI/UX Designer,Design
1.397213344625424,2.018504046173639,5.0,3.0262390285852256,3.1065401979857774,1.0,Product Designer,Design
1.6818881436740352,4.717469763224404,2.935537241154057,1.0,3.220610861235957,4.218563389865526,Data Scientist,Design
2.736876071741289,4.694168889104224,2.807489094143568,2.191494492370464,2.0706285700437315,1.9347167600964,Full Stack Developer,Design
1.553606242254058,3.2568072321155483,4.017356874376281,1.0157478932809731,2.327487792110845,2.405399322795855,Mobile App Developer,Design
1.0,2.002860640549561,5.0,3.4979452963969404,2.970127146740956,1.0317566306402297,UI/UX Designer,Design
1.407658442603953,3.1033298492472454,4.622258303231542,2.9716692287933806,3.31454130962062,1.2757867694099123,Product Designer,Design
2.332068797915693,3.3620682796572487,5.0,2.293954486765342,1.4001373674548931,1.3494598425403943,Game Developer,Design
1.0,3.278893361943082,4.916539333205359,3.815576257514002,3.0434298879068056,1.0582071139453368,Product Designer,Design
2.386160017771972,2.704360995315147,5.0,1.0,1.2532451108734284,1.0,Game Developer,Design
3.0341610649699087,5.0,3.15297329298387,1.0,2.398215183321055,3.83199313990405,Machine Learning Engineer,Design
1.7562278629236072,1.6133619574444011,4.745280527889885,3.6486114170039983,2.473468590977604,1.0,UI/UX Designer,Design
3.431764121260761,3.085734658795196,5.0,1.0,2.2339752110659257,1.0,Game Developer,Design
2.902150734426549,3.5300448699543328,4.974238535737677,1.2515451843118734,1.8406258423769333,1.0,Game Developer,Design
1.0,1.8237736482310711,4.999387480845873,3.5473719201117784,2.5027476601531893,1.4170137843631654,UI/UX Designer,Design
1.0,2.012852441013953,5.0,4.15652502440936,2.5732895306576853,1.0,UI/UX Designer,Design
1.0,2.0136322538172373,4.866947972376892,3.2533735344842007,1.498337271272984,1.3539422572061155,UI/UX Designer,Design
2.448853925081788,4.340679755221474,3.204303653850884,1.846095764430558,1.5807071007763844,2.556659538858272,Full Stack Developer,Design
2.359878971074091,2.353363521064418,4.521781811590996,3.236203138940189,2.7420580142679825,2.17780667439283,Frontend Developer,Design
2.134399348277537,4.747469113726618,3.0206628161353093,2.221501065223688,2.4757748852870214,2.48941877121985,Full Stack Developer,Design
1.695824617660331,3.2962651536588807,4.204818059341997,2.178486379633464,2.0406392110280995,1.9810534591415845,Mobile App Developer,Design
1.0,2.1486762714137764,4.733822164866913,4.484311892852919,1.22082177763974,1.3384414100766084,UI/UX Designer,Design
2.2342323423781787,3.575133697949148,4.897357990251875,1.559274972127663,1.7367341564519785,1.0,Game Developer,Design
1.0,2.473787019878664,4.602122461469295,2.627667548792543,2.579874117690668,1.0,Product Designer,Design
3.0747280448316547,3.385375104809394,5.0,1.4136180538287115,2.579919983194172,1.0,Game Developer,Design
1.9483726199254765,2.1784055944229164,4.912072797783964,3.830735082864009,2.010443244147981,2.115350452859342,Frontend Developer,Design
4.248707563209927,3.0230031933681705,4.679442869887677,2.412165295501523,1.3405157508487446,1.0100532334345491,Game Developer,Design
2.507793476912394,3.383717283743783,2.7541553743737754,1.0,1.7937899650750464,2.272553917355345,AI Engineer,Design
2.137927940938433,3.4149098837458443,4.303483849145587,3.107016918905516,3.4319871392059302,1.0,Product Designer,Design
1.5947356850891867,5.0,1.9657767536667925,1.0143877820404994,1.9074511752893903,4.606064602116743,Data Scientist,Design
1.6735249220839596,4.725105320180983,1.842366833041872,1.1340252137948768,2.357587195064029,3.9744406534923113,Data Scientist,Design
1.2558215317347874,3.0117022553720654,4.890189079634198,3.3289934148874867,3.365859237931066,1.0,Product Designer,Design
2.201190135415772,5.0,3.02725744470238,1.771403386884841,1.8321070305101248,2.422682830635578,Machine Learning Engineer,Design
1.7811313387978376,5.0,2.219743024004256,1.0,1.098124757953752,4.165735448165448,Data Scientist,Design
1.0,3.0030593320709014,5.0,3.24224211956487,3.753083565442231,1.0,Product Designer,Design
3.014715295838776,3.258322222967984,4.509337031741268,1.0,2.053603981020067,1.0,Game Developer,Design
1.7219406266196098,2.93496985322319,4.834534762913165,1.5287209971040618,2.807389395354926,1.8389859227539709,Mobile App Developer,Design
2.4847286002633684,3.2135971809358423,4.676886345078098,3.887655446304756,1.40318158412176,2.459577086805001,Frontend Developer,Design
2.785576037196963,3.2079184181430302,5.0,1.478966027607842,2.903804253884632,1.2530788277303562,Game Developer,Design
1.0,4.190972491707813,4.320355474289918,3.8252604515439854,2.9138989177103696,1.0,Product Designer,Design
1.6833636476448637,4.951619948406555,2.505419867510157,2.764527593785242,1.377756775055567,4.224913606863255,Data Scientist,Design
1.0,2.002860640549561,5.0,3.4979452963969404,2.970127146740956,1.0317566306402297,UI/UX Designer,Design
1.6853683031536058,3.76686385495825,4.732099268473851,2.1463210212035264,1.4417377800256703,2.617905810003469,Frontend Developer,Design
3.237794217964291,2.1265521543272223,4.730619581326952,1.0,2.128085302847139,1.596655502963563,Game Developer,Design
1.3798854295629226,3.185306985973928,4.730385231605217,3.253139235743794,2.7734210531570325,1.03153251474406,Product Designer,Design
2.310785944928025,2.815194831978183,5.0,2.985368593157511,2.5630251253860843,1.974303138205757,Frontend Developer,Design
1.007653287422755,3.54445525633262,4.694753836863983,2.313337860119589,3.145930656507327,1.0,Product Designer,Design
2.1383003827555904,3.59774032541274,3.701685470694135,3.0489696695662154,1.7371845330073077,2.016203506670068,Mobile App Developer,Design
1.1370966356047016,2.6612176738321724,5.0,2.50941723443016,1.7677978688453062,2.2310304466259483,Frontend Developer,Design
2.244979394007374,2.889730885421731,4.903147310097519,1.2701439720178476,2.1116404566276854,1.0,Game Developer,Design
2.386160017771972,2.704360995315147,5.0,1.0,1.2532451108734284,1.0,Game Developer,Design
2.62306894315452,3.191326775738746,5.0,1.0,2.2047192653211263,1.0,Game Developer,Design
1.671229944703355,2.585498246602133,4.39485544288481,4.315332704943836,1.9784800338817048,1.0,UI/UX Designer,Design
1.7709152847254908,4.509617578168731,1.94317157875048,1.799561620418367,2.3365668461164844,3.1525427023533763,AI Engineer,Design
2.8713499996911054,3.5410561564965706,4.935482942435108,1.0,1.6205146505483277,1.0,Game Developer,Design
4.285997658747484,1.875283772899618,5.0,1.0,1.7067924255556133,1.0,Game Developer,Design
1.4726300389470688,2.077319979313174,4.638833188074898,4.220527056407822,2.243492353829432,1.336972195175155,UI/UX Designer,Design
3.136505358747193,1.962679981226816,4.954021608697867,1.0080126411475805,2.3973001914726058,1.4868111247139235,Game Developer,Design
1.0,2.197485640845233,4.866393988152677,3.6500095498983134,2.3936875691119965,1.0,UI/UX Designer,Design
2.233700882701119,5.0,2.574743682005184,1.0,2.2038448684185887,3.290499769980846,Machine Learning Engineer,Design
1.7054439336094365,2.532201850618787,3.911041062097801,1.5435945403517437,1.791284809005284,2.172026960781733,Mobile App Developer,Design
2.631310048251021,2.582907575633688,3.866973952925359,1.0,1.8861401925821235,1.3577465483847426,Game Developer,Design
1.0,3.178910531259949,4.843315684357463,3.293214250829508,3.198716986927876,1.0,Product Designer,Design
2.011232946406023,3.273559557587605,4.409593592345578,3.557160847334436,2.357690657720622,2.359092862853968,Frontend Developer,Design
2.500291159021489,2.6646898954616773,5.0,2.8749767427005235,2.1443468146399285,2.1301609193856104,Frontend Developer,Design
1.0,2.37734687515429,5.0,3.4099880429507468,1.0773028373885478,1.4104910462084554,UI/UX Designer,Design
2.497790757001015,3.851586304959019,3.180985471281992,1.1068122673226566,1.6889825972228092,2.2913687915869323,Mobile App Developer,Design
3.35786712058542,4.197180950291226,5.0,1.0,2.8119424964055764,1.1915840948794505,Game Developer,Design
2.4756531221497418,3.263448961832897,3.90456389022341,1.90090216181014,2.255078734457592,2.6362850814642846,Mobile App Developer,Design
1.0,2.828517581776628,4.567394699823133,3.436439474959393,3.1884075355203887,1.0,Product Designer,Design
1.2006412080886026,2.068486544799334,5.0,4.073711220711306,2.1097856780705384,1.0658626440325758,UI/UX Designer,Design
2.6627160545475395,2.2965924952512307,4.292952100582324,1.631614932026189,1.292366404037906,2.109267021205473,Mobile App Developer,Design
3.0341610649699087,5.0,3.15297329298387,1.0,2.398215183321055,3.83199313990405,Machine Learning Engineer,Design
2.1872279832189694,1.7467142147316417,5.0,1.0697488980737295,1.8575815311288992,1.0,Game Developer,Design
1.0,3.285997818696342,4.575062037441299,3.282325360751779,2.580507218635172,1.0,Product Designer,Design
1.830301592316691,2.876618730569956,1.8100558025032183,4.427675603500544,5.0,3.156811355242134,Technical Program Manager,Management
1.9232750744365577,3.5753516373333643,1.0,3.675355669319494,5.0,2.9617320303658,Technical Program Manager,Management
1.0,3.6895116204856455,2.6102851461725445,4.150894415398592,4.851930210083145,1.938310544828248,Product Manager,Management
1.707041841961376,1.4723410268402448,2.2318878491649654,3.714699430755842,4.711704537257095,3.835805846330184,Technical Program Manager,Management
1.922808146829638,3.580324020853684,1.6508949588314858,3.732863206494717,3.979704081869051,3.646203450455777,Tech Lead,Management
2.0124617430771004,3.4099503883794244,1.0,4.461507409616509,5.0,3.626767028889775,Technical Program Manager,Management
1.0,3.135322443129982,2.003731919562517,3.4043529470574927,5.0,2.4189268973839027,Product Manager,Management
2.5725007392609927,2.826911775202896,1.0,4.105752131169092,4.569085574281772,2.638465077492034,Technical Program Manager,Management
1.3859015001370896,2.920892594591146,1.5314297381594786,4.031844977713444,4.031013342755824,1.72045271394753,Product Manager,Management
1.616189600008645,2.2688071340663045,2.243176602912348,3.4971303805914853,4.589775766613959,2.269556032626016,Product Manager,Management
1.0,2.3270597926199774,2.005348603562615,4.475461059260583,5.0,1.8914471264891144,Product Manager,Management
1.844611410606161,2.83696983877399,1.1921290684108143,4.5669712768195865,4.759523635155786,4.219199672585327,Technical Program Manager,Management
1.6644991273444307,3.5438958557185547,1.0,3.6813940875704927,5.0,2.228659005013736,Technical Program Manager,Management
1.9459173767327016,2.0778916480663803,1.4325172403160464,3.891087092584132,5.0,2.6257183899530614,Technical Program Manager,Management
1.0,3.3298873793208887,2.563361818389317,3.256640765047384,4.909424561634363,1.4677410134584803,Product Manager,Management
1.0,1.335962483622644,4.244126730955918,5.0,1.8883328152829488,1.217289250482709,UI/UX Designer,Management
2.29022922711456,3.010089317199657,1.363411980090434,3.717222584817245,3.873106962125416,3.726724659072771,Solutions Architect,Management
1.3474574054556951,1.7496227906546482,4.333016684506054,4.28172676080062,2.1329248242541423,1.1643297490861573,UI/UX Designer,Management
2.63356407136237,2.303097777050175,1.0,3.9944156913602336,5.0,2.9739012472685697,Technical Program Manager,Management
2.568988306302917,3.5616512655569283,1.4161549431270573,3.976354677145733,4.631725888729602,2.989592955336029,Technical Program Manager,Management
1.7456925529556715,3.326798341972984,1.3357388357160431,3.660689691231559,5.0,2.528233941677029,Technical Program Manager,Management
1.0436607992671718,3.66150463435402,1.0,3.4397705087807684,5.0,3.1020797801210227,Technical Program Manager,Management
2.253212248473673,3.2816459478855986,1.0,4.288458590201844,5.0,2.927586252969931,Technical Program Manager,Management
1.115463382019828,3.080310912540727,2.286245440226069,3.8690140725718383,5.0,1.3826026243907403,Product Manager,Management
1.2651438176631222,2.92181226132252,1.124236608998546,4.229275429392553,4.5378182799679205,2.3656010437355546,Technical Program Manager,Management
1.2152648058385171,2.820824533822224,1.9349304665599367,3.7944720963607614,5.0,2.114516480299069,Product Manager,Management
1.1220030315713998,2.74410199317401,1.707363305064427,3.506247800891842,4.802625189832347,1.572160516737099,Product Manager,Management
1.017529208935557,3.0254838587998405,2.339969936417373,3.571261826728506,5.0,1.5397045277652046,Product Manager,Management
1.26989536668555,2.743362931602661,1.227098161837192,4.06488786616381,5.0,2.075804034322281,Product Manager,Management
2.8890389383758204,3.0317233643326684,1.630189259070021,3.619336325769436,4.375735658837866,2.882870271399444,Technical Program Manager,Management
1.0,2.769970378889917,2.3997594245367986,3.9842688877523176,5.0,1.8584922361477936,Product Manager,Management
1.620559186247687,3.2818573612144646,2.2146748352460146,4.183417434416073,5.0,1.8072304512938693,Product Manager,Management
1.4338300705278073,2.981750361276917,1.720858803494868,4.607887378203987,5.0,1.711372089504127,Product Manager,Management
2.4600004922575214,3.183827773394387,1.29955081653884,3.383920987625978,5.0,2.5356184997745776,Technical Program Manager,Management
1.0,3.1878069385728285,2.296769493199158,4.1300742883892205,4.8822777710632455,1.8687862021538424,Product Manager,Management
2.439830498684469,3.3734549936281613,1.0,4.504443068383381,5.0,3.944989322201129,Technical Program Manager,Management
1.7429543304100186,2.467834643698132,1.0470176993575513,3.64177074181936,5.0,3.15101966154458,Technical Program Manager,Management
2.824225762097809,3.450305386135338,1.392278933694601,2.198615510962362,4.694804276884413,3.53206639912677,Solutions Architect,Management
2.37353112504534,3.45799778157642,1.0,4.7491557718748405,5.0,3.063032858920249,Technical Program Manager,Management
1.7126235083962935,2.582729723783648,1.7346721466581043,4.061416159798168,4.31202983829236,2.8419685141812754,Technical Program Manager,Management
1.184632767328095,1.4072019961127704,4.599579541918605,4.782290620528707,1.537722390265342,1.4671643733629989,UI/UX Designer,Management
2.5798977105805765,3.6311387061215785,2.0277960732758737,2.8275189662531672,3.843329545326433,2.6675730064487526,Tech Lead,Management
1.0,3.40353028110426,2.256605525210426,3.96671327533482,5.0,2.0712258795260303,Product Manager,Management
1.234154587810606,2.108979087818702,4.821306167668384,4.322266343656524,2.816122629449433,1.0,UI/UX Designer,Management
1.3474574054556951,1.7496227906546482,4.333016684506054,4.28172676080062,2.1329248242541423,1.1643297490861573,UI/UX Designer,Management
1.831435549282029,2.615456045441068,3.352219410016346,4.578380991232156,1.963173986871121,1.0,UI/UX Designer,Management
3.387176847510106,3.594829356845364,2.007847806637912,3.501288200287339,4.68542537774971,2.9854268242547146,Tech Lead,Management
